[[[0.55211294f32, 0.92269695f32, 0.9263346f32, 0.76031244f32, 4.4560432e-2f32, 0.15218955f32, 0.8324485f32, 0.4641732f32, 0.42986304f32, 0.23069465f32, 0.64630336f32, 0.39444554f32, 0.4127522f32, 0.9278825f32, 0.29872316f32, 0.8212209f32, 4.471904e-2f32, 0.87854564f32, 0.16331613f32, 0.5252652f32, 9.7780704e-2f32, 0.80848676f32, 0.22444439f32, 0.9110458f32, 0.25036442f32, 0.7006035f32, 0.53238165f32, 0.7711636f32, 0.67057896f32, 0.16556478f32, 0.6467155f32, 0.60063607f32],
[3.2114897f32, 1.1922563f32, 0.8069809f32, 2.7385035f32, 2.6171086f32, 6.122298f32, 5.680743f32, 8.220008f32, 4.9258084f32, 2.3304176f32, 8.6631365f32, 0.22517562f32, 5.668957f32, 7.610617f32, 8.5592f32, 9.7716875f32, 0.18276438f32, 0.7227001f32, 5.075891f32, 8.756564f32, 3.9871495f32, 3.485528f32, 1.3648582f32, 0.64892757f32, 6.3058667f32, 1.5150044f32, 0.9680608f32, 0.46664116f32, 5.709945f32, 0.6708168f32, 1.5776261f32, 7.4181724f32],
[0.45400032f32, 8.462808f32, 0.5275965f32, 7.6411076f32, 8.166328f32, 6.7372108f32, 3.565929f32, 0.19365618f32, 3.6686535f32, 7.576412f32, 0.3565978f32, 5.652403f32, 8.111998f32, 7.6345634f32, 8.381446f32, 6.453454f32, 6.442727f32, 0.40645948f32, 8.55926f32, 1.0184364f32, 8.27405f32, 5.7603436f32, 7.667951f32, 2.904642f32, 0.2600196f32, 3.645295f32, 9.854823f32, 1.5942323f32, 5.2389436f32, 2.6336002f32, 1.853879f32, 7.199215f32],
[1.9997447f32, 8.664962f32, 2.1988065f32, 7.150655f32, 1.5651653f32, 2.8245032f32, 5.785513f32, 0.41431057f32, 8.410258f32, 8.639007f32, 4.208186f32, 0.7240443f32, 3.46305f32, 2.6401007f32, 0.6587649f32, 6.18137f32, 4.263083f32, 0.8454049f32, 2.5830252f32, 8.423531f32, 3.7291072e-2f32, 6.0110617f32, 4.880097f32, 5.8760843f32, 2.9152572f32, 8.74274f32, 7.314714f32, 6.349696f32, 4.5721483f32, 0.39257827f32, 7.8444433f32, 1.244447f32],
[5.813837f32, 4.384536f32, 2.339563f32, 9.678531f32, 3.860585f32, 3.7108953f32, 5.793448f32, 8.634156f32, 7.9687486f32, 0.2239984f32, 6.15626f32, 3.0805042f32, 8.993922f32, 4.9928236f32, 3.7310538f32, 4.1041045f32, 9.65986f32, 0.2579779f32, 4.8925567f32, 1.9375596f32, 2.1005254f32, 2.6432536f32, 4.1696568f32, 2.4305634f32, 4.6012383f32, 6.8157425f32, 6.3893847f32, 3.745035f32, 5.0064072e-2f32, 1.8888699f32, 0.6230617f32, 0.61917603f32],
[5.5013285f32, 3.1940408f32, 4.609138f32, 2.1424487f32, 2.9790394f32, 7.7300906f32, 4.568984f32, 6.8127146f32, 3.9838827f32, 6.501173f32, 2.2976449f32, 7.656437f32, 2.5861833f32, 1.8096555f32, 3.8097808f32, 4.5760813f32, 6.687836f32, 9.886125f32, 4.6283126f32, 3.486032f32, 9.814971f32, 4.5881906f32, 2.3864574f32, 2.8450682f32, 5.0823703f32, 7.8424172f32, 4.6359396f32, 6.0087476f32, 7.0172024f32, 6.4935846f32, 0.36199355f32, 4.234264f32],
[7.3251443f32, 4.5964494f32, 8.925324f32, 4.24948f32, 6.142251f32, 5.119339f32, 4.2090054f32, 6.9218864f32, 3.3267772f32, 9.716961f32, 0.97314554f32, 2.2972968f32, 6.0446496f32, 2.6338882f32, 3.7622612f32, 1.1949052f32, 9.428145f32, 7.9609094f32, 4.1259837f32, 1.8589047f32, 4.425817f32, 0.14946818f32, 0.92355f32, 2.2105482f32, 1.7592976f32, 2.776528f32, 2.461464f32, 6.093299f32, 3.6299627f32, 4.5269046f32, 5.502001f32, 2.909705f32],
[6.858366f32, 1.7215469f32, 2.2052279f32, 3.8062952f32, 6.3447104f32, 3.6127748f32, 7.5507817f32, 6.7092524f32, 1.762955f32, 1.5078762f32, 8.857303f32, 4.3926425f32, 7.8016315f32, 2.462398f32, 7.129114f32, 6.2832894f32, 4.35657f32, 8.0347185f32, 6.8741107f32, 3.1209357f32, 3.7100043f32, 7.1540203f32, 7.059516f32, 8.775417f32, 0.92998254f32, 0.74692136f32, 1.9181092f32, 2.3864775f32, 2.9224532f32, 2.3506664e-2f32, 0.60326433f32, 9.371346f32],
[4.891504f32, 6.2406545f32, 1.151774f32, 7.4415326f32, 7.5905643f32, 5.105298f32, 6.3301797f32, 1.5347068f32, 3.2971041f32, 5.463905f32, 5.2057843f32, 3.763672f32, 7.6122575f32, 0.59928304f32, 3.1833327f32, 4.5700386e-2f32, 4.7878575f32, 2.0175276f32, 9.788249f32, 8.47156f32, 6.2863393f32, 2.9937475f32, 5.610816f32, 7.707674f32, 7.681253f32, 3.732758f32, 2.1546776f32, 4.36647f32, 1.7724417f32, 6.9922566f32, 8.666713f32, 5.273988f32],
[0.85323834f32, 6.808891f32, 5.8645196f32, 2.1100323f32, 5.3991756f32, 8.83866f32, 5.322105f32, 1.2489606f32, 9.496676f32, 4.036398f32, 2.9132042f32, 4.768245f32, 4.1077976f32, 5.649103f32, 6.520785f32, 6.2117186f32, 3.8131137f32, 2.540113f32, 1.4757342f32, 5.385837f32, 5.9439864f32, 3.8664947f32, 2.474251f32, 0.8432364f32, 4.5655003f32, 8.896576f32, 2.477241f32, 4.4712424f32, 4.6318154f32, 4.1786594f32, 7.788843f32, 6.5604925f32],
[5.095342f32, 1.0035344f32, 3.85608f32, 2.2209525f32, 0.3693885f32, 7.764663f32, 3.2875543f32, 1.3884988f32, 9.44681f32, 3.6596334f32, 1.3960443f32, 2.564473f32, 5.009607f32, 6.208117f32, 2.72542f32, 5.0972843f32, 3.7760699f32, 5.2581744f32, 3.6797094f32, 1.2892547f32, 4.027564f32, 6.069919e-2f32, 1.2037417f32, 6.842445f32, 0.27286342f32, 5.0128016f32, 9.259196f32, 3.142606f32, 1.6040224f32, 6.6493835f32, 7.917443f32, 6.252479f32],
[7.343351f32, 7.6110044f32, 3.635679f32, 3.0334549e-2f32, 1.3127383f32, 1.9847382f32, 9.442281f32, 3.029676f32, 5.7969456f32, 0.43720058f32, 8.410016f32, 5.0737844f32, 7.6367373f32, 8.277846f32, 3.8122396f32, 1.1344928f32, 2.9207597f32, 9.060215f32, 2.349292f32, 1.315795f32, 3.3641114f32, 3.3896632f32, 2.341186f32, 5.486941f32, 5.9993834f32, 7.299752f32, 7.0220103f32, 8.234696f32, 9.286768f32, 5.9926515f32, 5.889235f32, 8.844003f32],
[8.256693f32, 1.4404069f32, 4.6918335f32, 5.236565f32, 0.86213565f32, 9.70696f32, 0.5610018f32, 8.213378f32, 5.4680257f32, 3.7328265f32, 1.7822425f32, 1.9262642f32, 8.051193f32, 0.47769997f32, 9.678819f32, 0.43148383f32, 5.758787f32, 5.041535f32, 9.258079f32, 0.34397644f32, 7.3344927f32, 6.9773793f32, 0.31045485f32, 6.983965f32, 6.5718274f32, 4.5093956f32, 6.5342445f32, 8.651063f32, 5.9899964f32, 6.374558f32, 4.961071f32, 4.726635f32],
[0.4590509f32, 7.6052456f32, 8.855713f32, 3.2063217f32, 3.8741722f32, 8.175151f32, 5.6813335f32, 7.5392275f32, 2.1619458f32, 8.5135f32, 5.521764f32, 9.529157f32, 2.816194f32, 9.022033f32, 7.2006054f32, 8.099347f32, 7.9386497f32, 8.253419f32, 6.9715643f32, 1.2934649f32, 7.3404155f32, 7.640699f32, 3.4932463f32, 7.6507597f32, 0.6147598f32, 9.560204f32, 4.203068f32, 4.211403f32, 1.5287664f32, 2.625519f32, 8.807588f32, 5.0953383f32],
[4.8104677f32, 5.1636076f32, 4.966192f32, 2.5767915f32, 8.22151f32, 8.295492f32, 0.25128928f32, 7.821853f32, 8.53643f32, 4.4988356f32, 5.7734127f32, 6.1866364f32, 8.258817f32, 7.466713f32, 9.709414f32, 4.577984f32, 8.067325f32, 7.8313813f32, 2.055598f32, 4.6609044f32, 4.8417253f32, 1.4653292f32, 1.8851925f32, 7.347642f32, 4.600358f32, 3.7458475f32, 6.1101394f32, 9.646647f32, 6.2987595f32, 2.652837f32, 6.605441f32, 5.9038277f32],
[1.3896271f32, 4.4255295f32, 7.9883995f32, 9.020905f32, 1.4128581f32, 7.7474804f32, 0.60613394f32, 6.8052096f32, 4.7472286f32, 8.0006275f32, 4.6750727f32, 5.6964703f32, 4.7301903f32, 4.161081f32, 6.436058f32, 8.926434f32, 7.8740363f32, 8.129269f32, 2.2265236f32, 8.754995f32, 9.027661f32, 3.6876802f32, 9.625871f32, 3.5399268f32, 2.986867f32, 9.692686f32, 9.892345f32, 4.6117754f32, 3.0934312f32, 5.0348434f32, 2.7890732f32, 4.235939f32],
[0.18119238f32, 7.4380174f32, 1.8988311f32, 0.33372664f32, 4.231838f32, 1.5783737f32, 5.8122263f32, 5.2857304f32, 6.001829f32, 9.888411f32, 1.100525f32, 3.0855713f32, 7.802735f32, 1.0080061f32, 4.7774987f32, 6.6256537f32, 9.082942f32, 2.1762147f32, 8.781019f32, 3.7244208f32, 4.042726f32, 7.5111747f32, 1.6919146f32, 4.92845f32, 3.0917094f32, 5.381254f32, 2.3890762f32, 7.1320186f32, 8.779747f32, 1.1549109f32, 4.8379073f32, 0.6027256f32],
[5.936124f32, 2.6063526f32, 6.2328844f32, 2.3881528f32, 7.87271f32, 0.9163498f32, 5.74306f32, 6.576617f32, 1.0305774f32, 1.0975504f32, 4.2101765f32, 6.0553665f32, 1.844372f32, 3.2168417f32, 6.326694f32, 7.681401f32, 4.079171f32, 7.805107f32, 5.917246f32, 9.888539f32, 8.05106f32, 1.7438976f32, 6.6938515f32, 2.9731517f32, 1.5158777f32, 4.047129f32, 1.0021524f32, 8.18789f32, 8.683482f32, 4.344422f32, 4.5773144f32, 3.9937325f32],
[4.537839f32, 5.3845267f32, 8.692536f32, 6.323831f32, 6.869966f32, 3.3648372f32, 0.8294756f32, 7.726436f32, 5.791324f32, 4.0838485f32, 4.701377f32, 6.1711664f32, 3.8965435f32, 3.3390539f32, 5.894051f32, 7.74307f32, 6.2087936f32, 6.3251443f32, 2.4030406f32, 4.833921f32, 9.816313f32, 3.196662f32, 5.681634f32, 6.9730086f32, 8.71375f32, 9.837541f32, 4.178359f32, 4.0540695f32, 8.293439f32, 7.374859f32, 2.5223083f32, 5.241755f32],
[4.5302706f32, 0.8143393f32, 9.301269f32, 4.0826635f32, 2.9893165f32, 7.345109f32, 0.7088791f32, 6.117568f32, 3.5990849f32, 7.2339263f32, 2.4550774f32, 9.758549f32, 3.379237f32, 1.3697494f32, 3.5149002f32, 4.8059673f32, 1.3084235f32, 6.682522f32, 7.0786605f32, 2.519588f32, 9.525032f32, 9.338835f32, 0.96174276f32, 4.490897f32, 9.323174f32, 8.871497f32, 9.757518f32, 0.6662749f32, 2.4822621f32, 8.433829f32, 5.450835f32, 0.12005063f32]],
[[4.2730274f32, 5.467957f32, 1.415107f32, 0.98293453f32, 0.7760946f32, 1.6631774f32, 6.8246675f32, 1.3026891f32, 9.536835f32, 8.172319f32, 8.610178f32, 2.6374695f32, 3.0452282f32, 4.9293413f32, 5.424816f32, 1.6567348f32, 1.0990604f32, 9.222918f32, 4.0311556f32, 1.0709847f32, 8.215529f32, 2.8642638f32, 9.142494f32, 0.96302146f32, 7.3264318f32, 9.048537f32, 8.693969f32, 1.5051618f32, 7.080643f32, 2.4231591f32, 7.6458507f32, 3.723571f32],
[1.3689127f32, 8.432117f32, 0.8792629f32, 9.670984f32, 9.226268f32, 0.61931056f32, 3.1392572e-3f32, 8.761304f32, 1.0909072f32, 1.1291212f32, 5.4526916f32, 3.2273495f32, 0.87808275f32, 8.825712f32, 2.8419259f32, 4.762931f32, 5.274953f32, 7.309018f32, 7.513725f32, 3.3375173f32, 8.238185f32, 6.0615363f32, 5.878689f32, 8.186815f32, 4.648296f32, 2.9512458f32, 8.195106f32, 5.303708f32, 7.7883706f32, 3.8107026f32, 4.9993753f32, 5.647163f32],
[9.601967f32, 6.1433554f32, 8.18875f32, 6.6820903f32, 2.19373f32, 6.9017115f32, 8.73154f32, 4.979386f32, 3.1088786f32, 1.5885828f32, 2.6913567f32, 4.082492f32, 9.664842f32, 7.963446f32, 0.71029884f32, 9.140279f32, 3.1384637f32, 7.638234f32, 1.0151733f32, 5.08789f32, 4.096945f32, 2.561825f32, 8.615531f32, 0.9627984f32, 3.7740293f32, 3.2675874f32, 0.47194722f32, 5.3025775f32, 5.167528f32, 5.7486176f32, 9.554161f32, 7.812081f32],
[5.469557f32, 7.1166477f32, 4.2771792f32, 8.314825f32, 3.7786875f32, 6.073014f32, 9.578564f32, 5.1514503e-2f32, 2.788762f32, 5.955548f32, 1.4641112f32, 0.63382256f32, 1.3684223f32, 2.2497067f32, 9.2480345f32, 3.362999f32, 9.8527f32, 5.4674797f32, 0.8431243f32, 4.476208f32, 4.1191754f32, 0.9435227f32, 3.7548516f32, 1.5301938f32, 0.33496112f32, 1.2667894f32, 4.041168f32, 8.176165f32, 1.3452373f32, 8.493946f32, 7.2856255f32, 6.760198f32],
[8.103525f32, 4.133954f32, 2.5620253f32, 5.6249332f32, 6.3629217f32, 6.7647204f32, 8.324342f32, 7.7968454f32, 6.2094374f32, 2.951991f32, 3.9832006f32, 9.057154f32, 8.394075f32, 3.8775852f32, 5.129747f32, 7.137899f32, 5.228899f32, 9.497177f32, 9.79939f32, 5.7800007f32, 7.866854f32, 0.9813236f32, 8.1210985f32, 4.9976163f32, 2.7014294f32, 1.3075184f32, 6.6269517f32, 2.7194016f32, 7.046771f32, 5.3926263f32, 5.522169f32, 6.176424f32],
[6.3805556f32, 2.3740935f32, 8.002148f32, 8.752197f32, 5.742844f32, 1.0708284f32, 2.0607436f32, 6.1514125f32, 7.2140665f32, 9.025767f32, 9.844579f32, 6.9547353f32, 4.9236803f32, 9.551824f32, 5.515754f32, 0.3222719f32, 6.1445203f32, 9.783939f32, 7.7139f32, 8.240289f32, 9.92442e-2f32, 5.0830703f32, 2.4974155f32, 2.6633866f32, 8.884372f32, 3.9647515f32, 5.4841623f32, 8.77282f32, 0.6614616f32, 6.866344f32, 1.9088336f32, 1.4770801f32],
[3.88401f32, 3.1420043f32, 8.018913f32, 5.424849f32, 4.616158f32, 2.0199084f32, 3.5927472f32, 1.4503498f32, 5.2909737f32, 1.6848671f32, 7.1493187f32, 0.16331337f32, 7.564252f32, 5.6951137f32, 7.2159104f32, 6.0500813f32, 2.9458125f32, 2.783648f32, 5.405119f32, 1.3885354f32, 6.1348867f32, 9.664777f32, 0.86075014f32, 5.0473495f32, 7.6589427f32, 9.510701f32, 4.9068174f32, 5.3149514f32, 1.6172575f32, 9.076412f32, 0.22872499f32, 0.48476624f32],
[6.6694865f32, 8.718177f32, 3.6997664f32, 6.232186f32, 7.776514f32, 6.451312f32, 5.316554f32, 4.4702916f32, 9.331082f32, 5.056056f32, 1.708906f32, 3.9082189f32, 8.388518f32, 1.6969497f32, 4.8727846f32, 2.180769f32, 8.685043f32, 5.053888f32, 2.967939f32, 0.18719593f32, 4.8588424f32, 9.433402f32, 5.9186497f32, 9.147163f32, 1.5395862f32, 0.74544555f32, 0.82173365f32, 7.6929874f32, 9.037015f32, 2.288396f32, 4.8991694f32, 3.3592544f32],
[4.2640266f32, 7.564532f32, 4.235225f32, 4.3132825f32, 6.501979f32, 1.641451f32, 2.9919436f32, 9.752845f32, 2.1292756f32, 3.6480393f32, 4.817728f32, 9.055379f32, 4.314677f32, 8.860825f32, 0.14012477f32, 8.890694f32, 0.73795444f32, 9.648858f32, 8.086171f32, 8.225995f32, 7.2129593f32, 5.685125f32, 7.4083796f32, 1.2430432f32, 2.1782615f32, 0.5879982f32, 8.941443f32, 9.494702f32, 2.3115857f32, 4.6655703f32, 9.095244f32, 4.8614154f32],
[4.2241917f32, 8.707346f32, 4.711756f32, 6.6298647f32, 1.4954077f32, 8.482899e-2f32, 7.704043f32, 4.471377f32, 1.5305284f32, 8.148355f32, 3.1581266f32, 8.828447f32, 3.2918937f32, 6.995241f32, 2.988315f32, 8.454219f32, 7.1259446f32, 6.0705175f32, 7.8244834f32, 6.3538094f32, 8.640838f32, 9.560239f32, 3.5016127f32, 8.199787f32, 9.004656f32, 1.4147542f32, 3.6355655f32, 4.9041023f32, 2.5455217f32, 8.471894f32, 4.3862734f32, 3.8879182f32],
[5.397656f32, 2.0332038f32, 5.349469f32, 6.9565306f32, 3.746546f32, 7.4294796f32, 5.9087453f32, 3.1548674f32, 4.6123285f32, 5.375974f32, 3.1524587f32, 4.2609954f32, 9.574018f32, 2.7944965f32, 6.0870256f32, 3.235908f32, 5.6656857f32, 1.5914937f32, 2.5013266f32, 8.38107f32, 1.240684f32, 6.634642f32, 8.881276f32, 0.35837987f32, 5.081729f32, 4.160279f32, 8.317713f32, 3.731137f32, 9.730872e-2f32, 1.1770327f32, 8.307244f32, 4.4115953f32],
[0.26296827f32, 5.094001f32, 6.7046533f32, 6.579827f32, 6.9498706f32, 7.017277f32, 7.2551117f32, 2.1486652f32, 8.9360695f32, 5.2951694f32, 5.3180404f32, 2.9011164f32, 4.8727193f32, 3.3738477f32, 2.8212907f32, 5.729966f32, 7.5375257f32, 3.3599524f32, 5.767716f32, 8.388465f32, 2.329847f32, 9.000603f32, 6.8176265f32, 0.8624755f32, 8.793013f32, 5.3338246f32, 7.2377725f32, 7.710393f32, 8.9345045f32, 7.259758f32, 2.6513405f32, 0.9414385f32],
[1.9116082f32, 7.75136f32, 9.359959f32, 0.7921786f32, 2.3974986f32, 4.0779667f32, 3.5570045f32, 3.6822267f32, 5.903729f32, 2.7020974f32, 1.2958494f32, 7.3744836f32, 4.8876886f32, 2.1156912f32, 3.8141427f32, 7.955523f32, 9.12115f32, 4.635157f32, 4.8794103f32, 6.072497f32, 6.4075146f32, 3.8203793f32, 1.6477448f32, 0.8823455f32, 9.364115f32, 1.2628819f32, 1.9932951f32, 0.18339577f32, 4.441059f32, 9.531385f32, 0.92036945f32, 1.3795437f32],
[2.1137097f32, 6.5704656f32, 2.3125923f32, 6.8735633f32, 5.42868f32, 0.16705687f32, 7.498539f32, 2.042074f32, 8.796369f32, 6.5380144f32, 5.0564504f32, 8.303404f32, 6.768025f32, 6.9595413f32, 7.439032f32, 4.117431f32, 2.919367f32, 4.561661f32, 0.3812864f32, 4.0230346f32, 6.789455f32, 5.209241f32, 4.220772f32, 3.6044946f32, 7.8467035f32, 3.4600315f32, 5.8668103f32, 5.595753f32, 4.105228e-3f32, 3.1462262f32, 1.4127107f32, 2.3311381f32],
[0.5564157f32, 8.547629f32, 9.830156f32, 0.8808827f32, 6.3218617f32, 7.3774133f32, 7.723872f32, 7.1892133f32, 0.64805657f32, 4.5293765f32, 5.4354906f32, 3.6719768f32, 6.3514953f32, 9.37373f32, 8.267354f32, 8.773692f32, 1.7444404f32, 3.6384687f32, 1.8160061f32, 7.256332f32, 1.7848802f32, 3.0762463f32, 1.4464812f32, 2.7097821f32, 2.298972f32, 8.274878f32, 9.430133f32, 4.7461166f32, 5.5457144f32, 1.0973085f32, 4.388877f32, 8.320398f32],
[3.2532306f32, 9.240936f32, 3.049208f32, 1.0044974f32, 8.850959f32, 9.271138f32, 8.10673f32, 9.372483f32, 1.4561822f32, 3.9024632f32, 4.3866596f32, 1.0621818f32, 0.7129253f32, 3.7128792f32, 2.0552464f32, 1.4065992f32, 6.636439f32, 6.061958f32, 5.1833167f32, 6.214264f32, 5.9519095f32, 8.083753f32, 2.0938892f32, 6.9602447f32, 6.132723f32, 1.4431785f32, 5.0119076f32, 8.731176f32, 4.290196f32, 4.2894387f32, 5.463472f32, 1.1051519f32],
[3.7928948f32, 5.187174f32, 1.2765329e-2f32, 2.3021255f32, 4.9812036f32, 2.5058649f32, 0.8219732f32, 2.2130826f32, 4.003597f32, 8.151321f32, 7.824683f32, 6.6301975f32, 4.338358f32, 6.78765f32, 3.794834f32, 5.633494f32, 6.5361094f32, 4.938459f32, 7.550078f32, 9.433131f32, 3.4051251f32, 1.0500721f32, 0.80591047f32, 2.152953f32, 5.418389f32, 5.404597e-2f32, 6.6179886f32, 7.6623864f32, 7.1492224f32, 1.5511684f32, 6.062189e-2f32, 7.5403724f32],
[5.3154697f32, 4.6507354f32, 7.600544f32, 7.848438f32, 7.0192175f32, 9.331245f32, 7.592182f32, 2.7448804f32, 2.2709459e-2f32, 8.113175f32, 1.5645002f32, 9.5946865f32, 4.5635843f32, 7.597824f32, 3.9883332f32, 5.2189918f32, 7.5877657f32, 2.1161752f32, 9.746369f32, 6.907074f32, 3.9867275f32, 3.43588f32, 9.366354f32, 2.9804492f32, 0.2518115f32, 5.429205f32, 9.271238f32, 1.9170228f32, 8.868514f32, 6.955912f32, 3.1076825f32, 9.46477f32],
[8.623087f32, 8.243034f32, 2.0005094e-2f32, 2.0429237f32, 3.8206544f32, 4.5186167f32, 4.572145f32, 3.3073144f32, 5.751156f32, 4.020165f32, 9.808942f32, 7.6610208f32, 4.8417797f32, 5.9075665f32, 3.5260334f32, 7.9061246f32, 7.9812655f32, 4.630165f32, 3.8395f32, 9.880179f32, 2.6112378f32, 1.2040999f32, 9.249017f32, 2.1366906f32, 5.756063f32, 7.7177672f32, 3.489999f32, 7.3035507f32, 7.2564807f32, 6.2133174f32, 5.584922f32, 7.3311076f32],
[9.338047f32, 1.0434513f32, 6.693346f32, 2.4243138f32, 2.3866358f32, 7.0623446f32, 5.2494497f32, 9.265866f32, 5.2714267f32, 7.497991f32, 7.46154f32, 8.872807f32, 0.24125133f32, 6.6152306f32, 7.786552f32, 9.641814f32, 2.4973416f32, 2.3236835f32, 3.8906827f32, 0.45590925f32, 5.373038f32, 8.181611f32, 9.8502f32, 2.169883f32, 9.274809f32, 2.709562f32, 0.51910454f32, 3.9663932f32, 6.4944186f32, 5.5537863f32, 1.7579864f32, 1.9951284f32],
[6.228107f32, 3.8979957f32, 9.773938f32, 3.335291f32, 4.8242483f32, 7.2551985f32, 4.2608705f32, 8.580227f32, 4.5359216f32, 8.659419f32, 3.1330814f32, 8.980612f32, 9.494618f32, 2.508554f32, 2.5536442f32, 5.170383f32, 1.4532278f32, 2.1120398f32, 1.7832009f32, 3.9134872f32, 3.6427228f32, 9.726056f32, 6.6196337f32, 6.413185f32, 4.5215898f32, 7.5648465f32, 2.2077758f32, 1.6109324f32, 1.9278191f32, 8.682385f32, 4.352388f32, 4.7649364f32],
[5.4623656f32, 3.8586736f32, 6.5835342f32, 8.320632f32, 3.2650695f32, 8.548148f32, 2.3239655f32, 2.7833128f32, 0.35845894f32, 1.2184685f32, 4.21349f32, 3.6364307f32, 4.936312f32, 7.5976024f32, 6.4229086e-2f32, 5.2643647f32, 4.117153f32, 7.2626896f32, 3.2488952f32, 9.2556095f32, 0.7299287f32, 4.0286303f32, 1.2205013f32, 5.9063177f32, 8.82314f32, 7.960347f32, 8.444126f32, 0.6794167f32, 2.418374f32, 6.13095f32, 2.8656268f32, 4.944692f32],
[8.772359f32, 8.840757f32, 8.286939f32, 7.241764f32, 1.4623351f32, 6.087021f32, 1.6912737f32, 3.5605433f32, 5.727268f32, 9.426252f32, 5.5626116f32, 3.255788f32, 4.1855145f32, 7.5354457f32, 7.4035335f32, 7.8805265f32, 9.404413f32, 2.365542f32, 8.69605f32, 7.8239474f32, 1.9109155f32, 8.712259f32, 3.9137688f32, 6.977519f32, 6.0024405f32, 3.8592908f32, 6.1782756f32, 4.8701286f32, 1.9425235f32, 5.489544f32, 5.341096f32, 9.426554f32],
[9.0803385f32, 1.3623297f32, 6.6064205f32, 9.264536f32, 9.357177f32, 4.1085744f32, 8.350224f32, 4.7704277f32, 3.46479f32, 3.6025634f32, 3.5837731f32, 1.5139133f32, 7.9117274f32, 9.240459f32, 6.8546147f32, 0.53336334f32, 3.8928814f32, 3.5560434f32, 6.585532f32, 9.176014f32, 6.2113795f32, 3.12022f32, 5.295179f32, 8.376108f32, 2.2039332f32, 2.354338f32, 8.069109f32, 2.9333892f32, 0.19529189f32, 4.0205483f32, 7.096629f32, 5.9853783f32],
[2.8629248f32, 3.425449f32, 2.579667f32, 4.982648f32, 0.6365676f32, 8.486939f32, 1.3962461f32, 2.830765f32, 4.8865814f32, 5.1781516f32, 6.048731f32, 8.427253e-2f32, 9.712453f32, 0.69000226f32, 8.608139f32, 8.271284f32, 6.0172315f32, 5.42276f32, 6.421326f32, 3.9986844f32, 6.734907f32, 3.969208f32, 4.477961f32, 6.234403f32, 9.771496f32, 3.1531496f32, 1.0659165f32, 7.5798965f32, 7.6882005f32, 8.205571f32, 3.002582f32, 2.5628242f32],
[4.6878676f32, 5.398616f32, 8.223319f32, 0.8993388f32, 9.1063175f32, 1.1378055f32, 0.4576282f32, 8.255867f32, 2.6503942f32, 5.4512196f32, 2.7465487f32, 5.3135056f32, 5.673438f32, 8.489461f32, 9.038306f32, 6.672207f32, 3.7505457f32, 0.3444981f32, 8.937794f32, 2.4035146f32, 9.443162f32, 8.230646f32, 8.415712f32, 5.7502427f32, 8.998456f32, 8.674139f32, 5.466255f32, 2.9969108f32, 5.5692554f32, 6.597555f32, 4.681815f32, 3.768742f32],
[1.6765221f32, 2.7131538f32, 5.322499f32, 6.8580666f32, 8.313548f32, 5.023546f32, 5.274087f32, 1.6192206f32, 2.5684836f32, 8.566595f32, 4.5861335f32, 2.2054038f32, 1.4755813f32, 1.144919f32, 6.291051f32, 0.49179238f32, 3.8801816f32, 7.9115067f32, 4.6516323f32, 1.6706171f32, 0.45807016f32, 5.3503695f32, 7.8352084f32, 5.9710717f32, 1.9889166f32, 1.8230435f32, 1.2501856f32, 4.5146446f32, 2.0360917e-2f32, 2.2387407f32, 4.975506f32, 7.9986706f32],
[4.906301f32, 2.63707f32, 1.8060272f32, 4.960039f32, 5.734531f32, 0.38460976f32, 5.7200713f32, 3.0567315f32, 1.6015152f32, 1.3366032f32, 4.3309517f32, 7.543188f32, 1.6483308f32, 9.450591f32, 2.8453438f32, 0.32736906f32, 4.2015142f32, 3.4464118f32, 2.946632f32, 7.233859f32, 3.878272f32, 1.5808368f32, 8.860152f32, 2.411299f32, 8.601933f32, 2.9578407f32, 4.79214f32, 5.791432f32, 0.5201673f32, 1.9515164f32, 2.7270722f32, 2.28015f32],
[6.6906166f32, 7.066663f32, 5.859401f32, 4.882933f32, 5.317412f32, 8.911623f32, 4.2998624f32, 2.9481084f32, 6.1155553f32, 3.1391523f32, 2.7630203f32, 9.488441f32, 4.815292f32, 5.442259f32, 4.0799785f32, 1.8181852f32, 1.1786218f32, 2.5413115f32, 2.7688587f32, 8.169779f32, 6.729259f32, 6.2259464f32, 6.147745f32, 5.3917584f32, 5.94824f32, 3.5678349f32, 7.6958547f32, 0.8885155f32, 2.4071724f32, 2.0575542f32, 9.353168f32, 6.6857505f32],
[4.202891f32, 3.3720815f32, 7.6357865f32, 2.0186386f32, 8.98487f32, 1.6528066f32, 9.353534f32, 5.683882f32, 6.9724f32, 3.7068415f32, 5.621199f32, 1.742443f32, 0.9924113f32, 5.401294f32, 0.7092072f32, 0.6283831f32, 3.0933928f32, 9.534351f32, 7.2043195f32, 7.735679f32, 9.192423f32, 7.979263f32, 2.7246299f32, 7.1196537f32, 2.6724923f32, 9.655772f32, 8.41133f32, 9.124469f32, 4.572788f32, 4.736978f32, 1.2817706f32, 7.756942f32],
